Timestamp,Arbitration_ID,DLC,Data,Arbitration_ID(int),PGN,PF,PS,SA,Data(int)
2.46931,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.46988,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.47913,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.48897,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.48955,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.4988,CF00300,8,FF 66 33 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 102, 51, 255, 255, 255, 255, 255]"
2.49936,CF00A00,8,E8 66 E8 66 FF FF FF FF,217057792,61450,240,10,0,"[232, 102, 232, 102, 255, 255, 255, 255]"
2.49994,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.50864,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.50922,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.51927,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.51983,1CEBFF00,8,01 31 4D 38 47 44 4D 39,485228288,60160,235,255,0,"[1, 49, 77, 56, 71, 68, 77, 57]"
2.52913,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.52971,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.53899,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.54875,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.54933,18F0010B,8,FF FF FF FF FF C1 FF FF,418382091,61441,240,1,11,"[255, 255, 255, 255, 255, 193, 255, 255]"
2.5499,18F00503,8,66 FF FF 65 FF FF FF FF,418383107,61445,240,5,3,"[102, 255, 255, 101, 255, 255, 255, 255]"
2.55047,18FEF200,8,17 09 37 27 FF FF FF FF,419361280,65266,254,242,0,"[23, 9, 55, 39, 255, 255, 255, 255]"
2.55106,18FEF100,8,F0 00 00 FD FF FF FF FF,419361024,65265,254,241,0,"[240, 0, 0, 253, 255, 255, 255, 255]"
2.55162,CF00A00,8,E8 66 E8 66 FF FF FF FF,217057792,61450,240,10,0,"[232, 102, 232, 102, 255, 255, 255, 255]"
2.5522,18FEE000,8,08 20 00 00 70 00 00 00,419356672,65248,254,224,0,"[8, 32, 0, 0, 112, 0, 0, 0]"
2.55278,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.55336,CF00300,8,FF 66 33 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 102, 51, 255, 255, 255, 255, 255]"
2.55866,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.56927,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.56985,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.57914,1CEBFF00,8,02 41 38 4B 50 30 34 32,485228288,60160,235,255,0,"[2, 65, 56, 75, 80, 48, 52, 50]"
2.57972,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.5889,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.58948,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.59873,CF00300,8,FF 66 33 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 102, 51, 255, 255, 255, 255, 255]"
2.59929,CF00A00,8,E8 66 E8 66 FF FF FF FF,217057792,61450,240,10,0,"[232, 102, 232, 102, 255, 255, 255, 255]"
2.59987,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.60856,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.60914,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.61927,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.62903,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.62961,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.6389,1CEBFF00,8,03 30 30 30 2A FF FF FF,485228288,60160,235,255,0,"[3, 48, 48, 48, 42, 255, 255, 255]"
2.63948,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.64871,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.64929,18F0010B,8,FF FF FF FF FF C1 FF FF,418382091,61441,240,1,11,"[255, 255, 255, 255, 255, 193, 255, 255]"
2.64986,18F00503,8,66 FF FF 65 FF FF FF FF,418383107,61445,240,5,3,"[102, 255, 255, 101, 255, 255, 255, 255]"
2.65043,18FEF200,8,17 09 37 27 FF FF FF FF,419361280,65266,254,242,0,"[23, 9, 55, 39, 255, 255, 255, 255]"
2.65102,18FEF100,8,F0 00 00 FD FF FF FF FF,419361024,65265,254,241,0,"[240, 0, 0, 253, 255, 255, 255, 255]"
2.65158,CF00A00,8,E8 66 E8 66 FF FF FF FF,217057792,61450,240,10,0,"[232, 102, 232, 102, 255, 255, 255, 255]"
2.65216,18FEE000,8,08 20 00 00 70 00 00 00,419356672,65248,254,224,0,"[8, 32, 0, 0, 112, 0, 0, 0]"
2.65274,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.65332,CF00300,8,FF 66 33 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 102, 51, 255, 255, 255, 255, 255]"
2.65853,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.6692,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.66978,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.67904,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.68886,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.68944,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.69896,CF00300,8,FF 66 33 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 102, 51, 255, 255, 255, 255, 255]"
2.69952,CF00A00,8,E8 66 E8 66 FF FF FF FF,217057792,61450,240,10,0,"[232, 102, 232, 102, 255, 255, 255, 255]"
2.7001,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.70069,18FEDF00,8,B0 FF FF FF FF FF FF FF,419356416,65247,254,223,0,"[176, 255, 255, 255, 255, 255, 255, 255]"
2.7085,CF00400,8,FF FF B0 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 176, 80, 20, 255, 255, 255]"
2.70908,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.7192,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.72898,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.72956,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.73886,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.74865,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.74922,18F0010B,8,FF FF FF FF FF C1 FF FF,418382091,61441,240,1,11,"[255, 255, 255, 255, 255, 193, 255, 255]"
2.74979,18F00503,8,69 FF FF 68 FF FF FF FF,418383107,61445,240,5,3,"[105, 255, 255, 104, 255, 255, 255, 255]"
2.75036,18FEF200,8,50 09 2C 28 FF FF FF FF,419361280,65266,254,242,0,"[80, 9, 44, 40, 255, 255, 255, 255]"
2.75094,18FEF100,8,F0 00 00 FD FF FF FF FF,419361024,65265,254,241,0,"[240, 0, 0, 253, 255, 255, 255, 255]"
2.7515,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
2.75208,18FEE000,8,D0 20 00 00 70 00 00 00,419356672,65248,254,224,0,"[208, 32, 0, 0, 112, 0, 0, 0]"
2.75266,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.75324,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
2.75849,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.7683,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.76888,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.77894,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.7888,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.78938,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.79861,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.79917,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
2.79974,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
2.80845,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.80903,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.81834,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.82891,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.82949,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.83879,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.84858,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.84915,18F0010B,8,FF FF FF FF FF C1 FF FF,418382091,61441,240,1,11,"[255, 255, 255, 255, 255, 193, 255, 255]"
2.84972,18F00503,8,69 FF FF 68 FF FF FF FF,418383107,61445,240,5,3,"[105, 255, 255, 104, 255, 255, 255, 255]"
2.85028,18FEF200,8,50 09 2C 28 FF FF FF FF,419361280,65266,254,242,0,"[80, 9, 44, 40, 255, 255, 255, 255]"
2.85087,18FEF100,8,F0 00 00 FD FF FF FF FF,419361024,65265,254,241,0,"[240, 0, 0, 253, 255, 255, 255, 255]"
2.85143,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
2.85201,18FEE000,8,D0 20 00 00 70 00 00 00,419356672,65248,254,224,0,"[208, 32, 0, 0, 112, 0, 0, 0]"
2.85259,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.85316,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
2.85842,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.86824,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.86881,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.87889,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.88871,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.88929,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.89856,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.89912,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
2.89969,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
2.90841,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.90899,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.91822,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.92887,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.92945,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.93868,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.94886,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.94944,18FECA0B,8,00 FF 00 00 00 00 FF FF,419351051,65226,254,202,11,"[0, 255, 0, 0, 0, 0, 255, 255]"
2.95002,18FEF803,8,FF FF FF FF 20 28 FF FF,419362819,65272,254,248,3,"[255, 255, 255, 255, 32, 40, 255, 255]"
2.95059,18FEEF00,8,FF FF 69 69 FF FF 69 69,419360512,65263,254,239,0,"[255, 255, 105, 105, 255, 255, 105, 105]"
2.95115,18FEF200,8,50 09 2C 28 FF FF FF FF,419361280,65266,254,242,0,"[80, 9, 44, 40, 255, 255, 255, 255]"
2.95171,18FEEE00,8,69 69 20 28 FF FF FF FF,419360256,65262,254,238,0,"[105, 105, 32, 40, 255, 255, 255, 255]"
2.9523,18FEF100,8,F0 00 00 FD FF FF FF FF,419361024,65265,254,241,0,"[240, 0, 0, 253, 255, 255, 255, 255]"
2.95286,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
2.95344,18FEDF00,8,B1 FF FF FF FF FF FF FF,419356416,65247,254,223,0,"[177, 255, 255, 255, 255, 255, 255, 255]"
2.95403,18FEE000,8,D0 20 00 00 70 00 00 00,419356672,65248,254,224,0,"[208, 32, 0, 0, 112, 0, 0, 0]"
2.95458,18FEF600,8,FF 69 54 69 FF 92 3C FF,419362304,65270,254,246,0,"[255, 105, 84, 105, 255, 146, 60, 255]"
2.95515,18FEF700,8,FF FF FF FF 1C 01 1C 01,419362560,65271,254,247,0,"[255, 255, 255, 255, 28, 1, 28, 1]"
2.95573,18FEFC00,8,FF 69 FF FF FF FF FF FF,419363840,65276,254,252,0,"[255, 105, 255, 255, 255, 255, 255, 255]"
2.95631,18FEE400,8,00 3F C0 FC 00 3F 00 FF,419357696,65252,254,228,0,"[0, 63, 192, 252, 0, 63, 0, 255]"
2.95689,18FECA00,8,04 FF 6E 00 00 01 FF FF,419351040,65226,254,202,0,"[4, 255, 110, 0, 0, 1, 255, 255]"
2.95747,18FECA03,8,00 FF 00 00 00 00 FF FF,419351043,65226,254,202,3,"[0, 255, 0, 0, 0, 0, 255, 255]"
2.95804,18F00503,8,69 FF FF 68 FF FF FF FF,418383107,61445,240,5,3,"[105, 255, 255, 104, 255, 255, 255, 255]"
2.95862,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.95919,18F0010B,8,FF FF FF FF FF C1 FF FF,418382091,61441,240,1,11,"[255, 255, 255, 255, 255, 193, 255, 255]"
2.95977,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
2.96816,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.96874,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.97885,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.98866,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
2.98923,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
2.99846,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
2.99902,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
2.9996,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.00831,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.00889,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.01819,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.02881,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.02938,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.03865,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.04845,18F00503,8,69 FF FF 68 FF FF FF FF,418383107,61445,240,5,3,"[105, 255, 255, 104, 255, 255, 255, 255]"
3.04903,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.0496,18F0010B,8,FF FF FF FF FF C1 FF FF,418382091,61441,240,1,11,"[255, 255, 255, 255, 255, 193, 255, 255]"
3.05017,18FEF200,8,50 09 2C 28 FF FF FF FF,419361280,65266,254,242,0,"[80, 9, 44, 40, 255, 255, 255, 255]"
3.05075,18FEF100,8,F0 00 00 FD FF FF FF FF,419361024,65265,254,241,0,"[240, 0, 0, 253, 255, 255, 255, 255]"
3.05131,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
3.05189,18FEE000,8,D0 20 00 00 70 00 00 00,419356672,65248,254,224,0,"[208, 32, 0, 0, 112, 0, 0, 0]"
3.05247,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.05305,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
3.0583,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.06813,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.0687,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.07877,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.0886,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.08917,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.0984,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
3.09896,CF00A00,8,6B 69 6B 69 FF FF FF FF,217057792,61450,240,10,0,"[107, 105, 107, 105, 255, 255, 255, 255]"
3.09954,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.10825,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.10883,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.11813,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.12871,CF00400,8,FF FF B1 50 14 FF FF FF,217056256,61444,240,4,0,"[255, 255, 177, 80, 20, 255, 255, 255]"
3.12929,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.1386,CF00203,8,FF FF FF FF FF FF FF 03,217055747,61442,240,2,3,"[255, 255, 255, 255, 255, 255, 255, 3]"
3.14772,7DF,8,02 01 00 CC CC CC CC CC,2015,0,0,7,223,"[2, 1, 0, 204, 204, 204, 204, 204]"
3.14829,18EEFFF9,8,95 4E 00 44 00 1C 00 10,418316281,60928,238,255,249,"[149, 78, 0, 68, 0, 28, 0, 16]"
3.14886,18F0010B,8,FF FF FF FF FF C1 FF FF,418382091,61441,240,1,11,"[255, 255, 255, 255, 255, 193, 255, 255]"
3.14943,18F00503,8,69 FF FF 68 FF FF FF FF,418383107,61445,240,5,3,"[105, 255, 255, 104, 255, 255, 255, 255]"
3.15,CF00300,8,FF 69 34 FF FF FF FF FF,217056000,61443,240,3,0,"[255, 105, 52, 255, 255, 255, 255, 255]"
